"","GEOID","pop_5_and_under"
"1625","05759",100
"1626","05760",44
"1627","05761",57
"1628","05762",12
"1629","05763",152
"1630","05764",181
"1631","05765",107
"1632","05766",26
"1633","05767",12
"1634","05768",0
"1635","05769",34
"1636","05770",77
"1637","05772",43
"1638","05773",275
"1639","05774",54
"1640","05775",17
"1641","05776",9
"1642","05777",42
"1643","05778",82
"1644","05819",485
"1645","05820",9
"1646","05821",33
"1647","05822",45
"1648","05824",32
"1649","05825",0
"1650","05826",20
"1651","05827",9
"1652","05828",134
"1653","05829",27
"1654","05830",98
"1655","05832",120
"1656","05833",0
"1657","05836",74
"1658","05837",28
"1659","05839",50
"1660","05840",0
"1661","05841",6
"1662","05842",42
"1663","05843",133
"1664","05845",99
"1665","05846",45
"1666","05847",123
"1667","05850",3
"1668","05851",417
"1669","05853",58
"1670","05855",355
"1671","05857",93
"1672","05858",34
"1673","05859",118
"1674","05860",249
"1675","05862",7
"1676","05866",4
"1677","05867",47
"1678","05868",0
"1679","05871",110
"1680","05872",106
"1681","05873",30
"1682","05874",57
"1683","05875",17
"1684","05901",0
"1685","05902",0
"1686","05903",24
"1687","05904",14
"1688","05905",40
"1689","05906",84
"1690","05907",0
"1691","06001",1164
"1692","06002",948
"1693","06010",3344
"1694","06013",585
"1695","06016",323
"1696","06018",150
"1697","06019",543
"1698","06020",0
"1699","06021",61
"1700","06022",23
"1701","06023",0
"1702","06024",42
"1703","06026",430
"1704","06027",44
"1705","06029",1080
"1706","06031",68
"1707","06032",873
"1708","06033",1737
"1709","06035",640
"1710","06037",1196
"1711","06039",105
"1712","06040",2638
"1713","06042",1870
"1714","06043",181
"1715","06051",3112
"1716","06052",514
"1717","06053",2656
"1718","06057",417
"1719","06058",125
"1720","06059",0
"1721","06060",239
"1722","06061",67
"1723","06062",684
"1724","06063",140
"1725","06065",6
"1726","06066",1930
"1727","06067",1128
"1728","06068",55
"1729","06069",74
"1730","06070",945
"1731","06071",561
"1732","06072",0
"1733","06073",305
"1734","06074",1975
"1735","06076",672
"1736","06078",485
"1737","06079",0
"1738","06080",0
"1739","06081",102
"1740","06082",2936
"1741","06084",863
"1742","06085",400
"1743","06088",271
"1744","06089",250
"1745","06090",0
"1746","06091",4
"1747","06092",363
"1748","06093",182
"1749","06095",1532
"1750","06096",647
"1751","06098",475
"1752","06103",68
"1753","06105",1719
"1754","06106",2261
"1755","06107",1381
"1756","06108",2293
"1757","06109",1576
"1758","06110",986
"1759","06111",1400
"1760","06112",1531
"1761","06114",1847
"1762","06117",1033
"1763","06118",1436
"1764","06119",591
"1765","06120",1186
"1766","06226",608
"1767","06231",222
"1768","06232",209
"1769","06234",568
"1770","06235",131
"1771","06237",152
"1772","06238",811
"1773","06239",569
"1774","06241",640
"1775","06242",49
"1776","06243",16
"1777","06247",150
"1778","06248",240
"1779","06249",260
"1780","06250",208
"1781","06254",139
"1782","06255",209
"1783","06256",117
"1784","06258",0
"1785","06259",128
"1786","06260",577
"1787","06262",7
"1788","06263",0
"1789","06264",2
"1790","06266",26
"1791","06268",208
"1792","06269",0
"1793","06277",262
"1794","06278",247
"1795","06279",280
"1796","06280",307
"1797","06281",389
"1798","06282",55
"1799","06320",1559
"1800","06330",255
"1801","06331",228
"1802","06332",28
"1803","06333",254
"1804","06334",79
"1805","06335",633
"1806","06336",4
"1807","06338",3
"1808","06339",625
"1809","06340",2366
"1810","06350",24
"1811","06351",890
"1812","06353",0
"1813","06354",410
"1814","06355",456
"1815","06357",453
"1816","06359",242
"1817","06360",1793
"1818","06365",331
"1819","06370",331
"1820","06371",484
"1821","06373",0
"1822","06374",790
"1823","06375",122
"1824","06376",11
"1825","06377",267
"1826","06378",190
"1827","06379",674
"1828","06380",124
"1829","06382",441
"1830","06384",88
"1831","06385",927
"1832","06387",10
"1833","06389",0
"1834","06390",0
"1835","06401",964
"1836","06403",256
"1837","06405",1133
"1838","06409",0
"1839","06410",1196
"1840","06412",141
"1841","06413",358
"1842","06414",9
"1843","06415",1393
"1844","06416",964
"1845","06417",174
"1846","06418",645
"1847","06419",384
"1848","06420",225
"1849","06422",424
"1850","06423",286
"1851","06424",971
"1852","06426",114
"1853","06437",1369
"1854","06438",102
"1855","06439",0
"1856","06441",162
"1857","06442",68
"1858","06443",713
"1859","06444",0
"1860","06447",285
"1861","06450",2842
"1862","06451",1626
"1863","06455",114
"1864","06456",8
"1865","06457",2196
"1866","06459",0
"1867","06460",1982
"1868","06461",778
"1869","06467",116
"1870","06468",1614
"1871","06469",150
"1872","06470",887
"1873","06471",330
"1874","06472",460
"1875","06473",1000
"1876","06475",345
"1877","06477",855
"1878","06478",541
"1879","06479",297
"1880","06480",585
"1881","06481",78
"1882","06482",638
"1883","06483",650
"1884","06484",2151
"1885","06488",984
"1886","06489",2023
"1887","06492",2677
"1888","06498",105
"1889","06510",210
"1890","06511",4263
"1891","06512",1370
"1892","06513",2864
"1893","06514",1716
"1894","06515",1036
"1895","06516",3445
"1896","06517",960
"1897","06518",707
"1898","06519",1343
"1899","06524",405
"1900","06525",549
"1901","06604",1691
"1902","06605",2040
"1903","06606",2712
"1904","06607",1485
"1905","06608",1229
"1906","06610",1366
"1907","06611",2486
"1908","06612",457
"1909","06614",1801
"1910","06615",1082
"1911","06702",49
"1912","06704",2275
"1913","06705",1993
"1914","06706",952
"1915","06708",3097
"1916","06710",1048
"1917","06712",410
"1918","06716",997
"1919","06750",78
"1920","06751",130
"1921","06752",55
"1922","06753",0
"1923","06754",44
"1924","06755",62
"1925","06756",220
"1926","06757",71
"1927","06758",0
"1928","06759",228
"1929","06762",466
"1930","06763",75
"1931","06770",1687
"1932","06776",1883
"1933","06777",88
"1934","06778",29
"1935","06779",381
"1936","06782",59
"1937","06783",84
"1938","06784",125
"1939","06785",32
"1940","06786",438
"1941","06787",446
"1942","06790",1798
"1943","06791",270
"1944","06793",85
"1945","06794",41
"1946","06795",608
"1947","06796",33
"1948","06798",300
"1949","06801",1242
"1950","06804",931
"1951","06807",646
"1952","06810",3592
"1953","06811",1422
"1954","06812",1171
"1955","06820",1686
"1956","06824",2690
"1957","06825",1232
"1958","06830",1538
"1959","06831",754
"1960","06840",1334
"1961","06850",1269
"1962","06851",1397
"1963","06853",534
"1964","06854",2408
"1965","06855",358
"1966","06870",891
"1967","06877",1575
"1968","06878",572
"1969","06880",1619
"1970","06883",424
"1971","06890",371
"1972","06896",464
"1973","06897",1050
"1974","06901",603
"1975","06902",4749
"1976","06903",589
"1977","06905",1586
"1978","06906",874
"1979","06907",1031
"1980","07001",1041
"1981","07002",5746
"1982","07003",4048
"1983","07004",608
"1984","07005",755
"1985","07006",1867
"1986","07008",2329
"1987","07009",1018
"1988","07010",1388
"1989","07011",2452
"1990","07012",1263
"1991","07013",1915
"1992","07014",250
"1993","07016",1739
"1994","07017",3680
"1995","07018",1950
"1996","07020",1167
"1997","07021",147
"1998","07022",812
"1999","07023",431
"2000","07024",2599
"2001","07026",2456
"2002","07027",256
"2003","07028",645
"2004","07029",1670
"2005","07030",4687
"2006","07031",847
"2007","07032",3269
"2008","07033",499
"2009","07034",662
"2010","07035",545
"2011","07036",2892
"2012","07039",2037
"2013","07040",2320
"2014","07041",596
"2015","07042",1451
"2016","07043",1098
"2017","07044",991
"2018","07045",386
"2019","07046",263
"2020","07047",4104
"2021","07050",3075
"2022","07052",2908
"2023","07054",1981
"2024","07055",7665
"2025","07057",610
"2026","07058",385
"2027","07059",885
"2028","07060",4640
"2029","07062",1017
"2030","07063",1408
"2031","07064",272
"2032","07065",2389
"2033","07066",1265
"2034","07067",1224
"2035","07068",625
"2036","07069",358
"2037","07070",1008
"2038","07071",1113
"2039","07072",374
"2040","07073",1013
"2041","07074",216
"2042","07075",837
"2043","07076",1606
"2044","07077",172
"2045","07078",959
"2046","07079",1414
"2047","07080",1784
"2048","07081",813
"2049","07082",371
"2050","07083",2990
"2051","07086",1207
"2052","07087",4958
"2053","07088",117
"2054","07090",2461
"2055","07092",657
"2056","07093",4262
"2057","07094",1191
"2058","07095",2087
"2059","07102",832
"2060","07103",3264
"2061","07104",4685
"2062","07105",3957
"2063","07106",2930
"2064","07107",4011
"2065","07108",2700
"2066","07109",2345
"2067","07110",2032
"2068","07111",5211
"2069","07112",2259
"2070","07114",710
"2071","07201",2631
"2072","07202",3876
"2073","07203",1420
"2074","07204",931
"2075","07205",1485
"2076","07206",2714
"2077","07208",3112
"2078","07302",4463
"2079","07304",4210
"2080","07305",6637
"2081","07306",4519
"2082","07307",3745
"2083","07310",1065
"2084","07311",176
"2085","07401",540
"2086","07403",364
"2087","07405",847
"2088","07407",1578
"2089","07410",2089
"2090","07416",254
"2091","07417",398
"2092","07418",187
"2093","07419",564
"2094","07420",342
"2095","07421",787
"2096","07422",463
"2097","07423",365
"2098","07424",1403
"2099","07430",1155
"2100","07432",598
"2101","07435",118
"2102","07436",820
"2103","07438",691
"2104","07439",74
"2105","07440",314
"2106","07442",713
"2107","07444",349
"2108","07446",890
"2109","07450",1964
"2110","07452",1130
"2111","07456",650
"2112","07457",283
"2113","07458",653
"2114","07460",237
"2115","07461",709
"2116","07462",213
"2117","07463",1040
"2118","07465",171
"2119","07470",3993
"2120","07480",1002
"2121","07481",925
"2122","07501",3782
"2123","07502",1648
"2124","07503",1299
"2125","07504",881
"2126","07505",346
"2127","07506",1360
"2128","07508",1762
"2129","07512",445
"2130","07513",1110
"2131","07514",1671
"2132","07522",2521
"2133","07524",1575
"2134","07601",2749
"2135","07603",627
"2136","07604",676
"2137","07605",610
"2138","07606",154
"2139","07607",635
"2140","07608",3
"2141","07620",77
"2142","07621",2155
"2143","07624",603
"2144","07626",378
"2145","07627",288
"2146","07628",988
"2147","07630",419
"2148","07631",1699
"2149","07632",260
"2150","07640",427
"2151","07641",195
"2152","07642",670
"2153","07643",567
"2154","07644",1406
"2155","07645",475
"2156","07646",1415
"2157","07647",294
"2158","07648",171
"2159","07649",377
"2160","07650",1009
"2161","07652",1264
"2162","07656",447
"2163","07657",413
"2164","07660",1104
"2165","07661",758
"2166","07662",229
"2167","07663",1436
"2168","07666",2491
"2169","07670",820
"2170","07675",1401
"2171","07676",530
"2172","07677",276
"2173","07701",1831
"2174","07702",414
"2175","07703",0
"2176","07704",601
"2177","07711",208
"2178","07712",2482
"2179","07716",226
"2180","07717",52
"2181","07718",586
"2182","07719",958
"2183","07720",34
"2184","07721",226
"2185","07722",506
"2186","07723",28
"2187","07724",1632
"2188","07726",2778
"2189","07727",556
"2190","07728",3229
"2191","07730",901
"2192","07731",2619
"2193","07732",263
"2194","07733",851
"2195","07734",671
"2196","07735",1281
"2197","07737",289
"2198","07738",407
"2199","07739",466
"2200","07740",2453
"2201","07746",888
"2202","07747",1837
"2203","07748",1790
"2204","07750",105
"2205","07751",1300
"2206","07753",2114
"2207","07755",587
"2208","07756",36
"2209","07757",502
"2210","07758",182
"2211","07760",543
"2212","07762",501
"2213","07764",693
"2214","07801",1428
"2215","07803",272
"2216","07820",0
"2217","07821",489
"2218","07822",101
"2219","07823",443
"2220","07825",442
"2221","07826",377
"2222","07827",272
"2223","07828",1303
"2224","07830",433
"2225","07831",0
"2226","07832",235
"2227","07833",0
"2228","07834",1255
"2229","07836",626
"2230","07838",180
"2231","07840",1652
"2232","07842",0
"2233","07843",642
"2234","07844",0
"2235","07846",0
"2236","07847",132
"2237","07848",271
"2238","07849",461
"2239","07850",450
"2240","07851",6
"2241","07852",70
"2242","07853",1040
"2243","07856",408
"2244","07857",252
"2245","07860",1148
"2246","07863",63
"2247","07865",294
"2248","07866",1075
"2249","07869",1841
"2250","07870",0
"2251","07871",1422
"2252","07874",654
"2253","07876",529
"2254","07878",30
"2255","07880",8
"2256","07881",0
"2257","07882",679
"2258","07885",829
"2259","07901",1979
"2260","07920",1405
"2261","07921",427
"2262","07922",798
"2263","07924",594
"2264","07926",31
"2265","07927",253
"2266","07928",1341
"2267","07930",379
"2268","07931",200
"2269","07932",680
"2270","07933",88
"2271","07934",118
"2272","07935",12
"2273","07936",804
"2274","07939",0
"2275","07940",1134
"2276","07945",462
"2277","07946",221
"2278","07950",1077
"2279","07960",2915
"2280","07961",0
"2281","07970",0
"2282","07974",1148
"2283","07976",6
"2284","07977",22
"2285","07979",31
"2286","07980",362
"2287","07981",254
"2288","08001",0
"2289","08002",1604
"2290","08003",1917
"2291","08004",529
"2292","08005",1200
"2293","08006",0
"2294","08007",447
"2295","08008",148
"2296","08009",910
"2297","08010",1029
"2298","08011",0
"2299","08012",2390
"2300","08014",0
"2301","08015",1332
"2302","08016",2576
"2303","08019",68
"2304","08020",169
"2305","08021",4234
"2306","08022",438
"2307","08023",0
"2308","08026",130
"2309","08027",322
"2310","08028",1172
"2311","08029",210
"2312","08030",1286
"2313","08031",806
"2314","08032",0
"2315","08033",1355
"2316","08034",1407
"2317","08035",539
"2318","08036",130
"2319","08037",1059
"2320","08038",51
"2321","08039",0
"2322","08041",31
"2323","08042",28
"2324","08043",1496
"2325","08045",125
"2326","08046",2143
"2327","08048",754
"2328","08049",353
"2329","08050",1357
"2330","08051",671
"2331","08052",1327
"2332","08053",2885
"2333","08054",2611
"2334","08055",1538
"2335","08056",423
"2336","08057",1127
"2337","08059",443
"2338","08060",1342
"2339","08061",333
"2340","08062",1484
"2341","08063",181
"2342","08064",0
"2343","08065",256
"2344","08066",484
"2345","08067",178
"2346","08068",372
"2347","08069",850
"2348","08070",825
"2349","08071",357
"2350","08072",29
"2351","08073",0
"2352","08074",0
"2353","08075",1909
"2354","08077",1290
"2355","08078",709
"2356","08079",950
"2357","08080",2529
"2358","08081",4230
"2359","08083",546
"2360","08084",349
"2361","08085",1409
"2362","08086",392
"2363","08087",1291
"2364","08088",1241
"2365","08089",130
"2366","08090",839
"2367","08091",298
"2368","08092",257
"2369","08093",707
"2370","08094",2801
"2371","08095",0
"2372","08096",2379
"2373","08097",153
"2374","08098",411
"2375","08102",798
"2376","08103",633
"2377","08104",2217
"2378","08105",2702
"2379","08106",781
"2380","08107",845
"2381","08108",1249
"2382","08109",1391
"2383","08110",1762
"2384","08201",800
"2385","08202",24
"2386","08203",219
"2387","08204",1062
"2388","08205",992
"2389","08210",1072
"2390","08212",0
"2391","08215",713
"2392","08217",0
"2393","08221",435
"2394","08223",242
"2395","08224",29
"2396","08225",369
"2397","08226",241
"2398","08230",407
"2399","08232",1577
"2400","08234",3675
"2401","08240",0
"2402","08241",34
"2403","08242",169
"2404","08243",29
"2405","08244",958
"2406","08245",0
"2407","08246",0
"2408","08247",10
"2409","08248",18
"2410","08251",746
"2411","08260",385
"2412","08270",707
"2413","08302",3751
"2414","08310",32
"2415","08311",157
"2416","08312",486
"2417","08314",28
"2418","08316",0
"2419","08317",49
"2420","08318",778
"2421","08319",74
"2422","08320",0
"2423","08321",0
"2424","08322",631
"2425","08323",0
"2426","08324",24
"2427","08326",221
"2428","08327",40
"2429","08328",146
"2430","08329",0
"2431","08330",1839
"2432","08332",2292
"2433","08340",137
"2434","08341",207
"2435","08343",122
"2436","08344",195
"2437","08345",78
"2438","08346",43
"2439","08348",0
"2440","08349",128
"2441","08350",0
"2442","08352",114
"2443","08353",33
"2444","08360",4056
"2445","08361",904
"2446","08401",3519
"2447","08402",92
"2448","08403",7
"2449","08406",422
"2450","08501",253
"2451","08502",617
"2452","08505",1077
"2453","08510",163
"2454","08511",152
"2455","08512",534
