"","...1","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"6250",900,"63401","2022","September",17,5,829,1515
"6251",908,"63435","2022","September",3,NA,44,323
"6252",916,"63436","2022","September",1,NA,20,35
"6253",923,"63441","2022","September",1,1,20,68
"6254",931,"63445","2022","September",8,1,90,211
"6255",939,"63448","2022","September",1,NA,10,53
"6256",947,"63452","2022","September",2,NA,58,99
"6257",955,"63456","2022","September",2,2,40,380
"6258",963,"63459","2022","September",4,4,82,239
"6259",971,"63461","2022","September",6,2,142,477
"6260",979,"63462","2022","September",1,NA,20,249
"6261",991,"63468","2022","September",2,1,35,286
"6262",999,"63469","2022","September",1,1,20,34
"6263",1006,"63472","2022","September",1,1,20,21
"6264",1014,"63501","2022","September",11,6,588,1120
"6265",1022,"63533","2022","September",1,NA,10,73
"6266",1030,"63537","2022","September",3,NA,48,180
"6267",1037,"63541","2022","September",1,NA,28,44
"6268",1044,"63545","2022","September",1,1,20,105
"6269",1052,"63548","2022","September",2,1,20,67
"6270",1060,"63552","2022","September",5,5,215,432
"6271",1068,"63555","2022","September",5,2,95,219
"6272",1075,"63556","2022","September",2,1,40,267
"6273",1082,"63559","2022","September",1,NA,20,244
"6274",1090,"63565","2022","September",3,1,50,305
"6275",1098,"63601","2022","September",10,9,487,1252
"6276",1109,"63627","2022","September",2,1,119,130
"6277",1117,"63628","2022","September",3,1,146,943
"6278",1125,"63631","2022","September",1,1,10,36
"6279",1131,"63638","2022","September",3,1,48,152
"6280",1139,"63640","2022","September",17,6,909,1831
"6281",1147,"63645","2022","September",4,1,106,800
"6282",1153,"63650","2022","September",1,NA,40,202
"6283",1161,"63653","2022","September",2,1,40,197
"6284",1169,"63655","2022","September",1,1,50,70
"6285",1176,"63660","2022","September",1,NA,150,358
"6286",1189,"63664","2022","September",7,6,251,614
"6287",1197,"63670","2022","September",9,3,230,965
"6288",1205,"63701","2022","September",10,5,784,2422
"6289",1213,"63703","2022","September",6,6,388,560
"6290",1221,"63730","2022","September",2,1,50,276
"6291",1230,"63735","2022","September",2,1,88,50
"6292",1240,"63740","2022","September",4,2,198,520
"6293",1248,"63755","2022","September",9,5,349,1929
"6294",1256,"63760","2022","September",1,NA,10,22
"6295",1263,"63764","2022","September",3,1,145,297
"6296",1271,"63769","2022","September",1,NA,20,110
"6297",1279,"63771","2022","September",1,1,42,211
"6298",1287,"63775","2022","September",16,8,534,1144
"6299",1295,"63780","2022","September",3,3,102,413
"6300",1305,"63787","2022","September",1,1,20,0
"6301",1313,"63801","2022","September",21,11,615,1765
"6302",1321,"63822","2022","September",2,1,40,116
"6303",1329,"63823","2022","September",1,NA,7,120
"6304",1336,"63825","2022","September",1,1,24,225
"6305",1344,"63827","2022","September",1,NA,10,55
"6306",1349,"63829","2022","September",1,NA,41,127
"6307",1357,"63830","2022","September",3,2,150,506
"6308",1364,"63834","2022","September",1,NA,80,348
"6309",1369,"63837","2022","September",1,1,23,121
"6310",1377,"63841","2022","September",9,6,327,1058
"6311",1385,"63845","2022","September",2,1,108,225
"6312",1393,"63848","2022","September",2,2,30,87
"6313",1401,"63851","2022","September",3,1,144,329
"6314",1409,"63852","2022","September",1,1,20,104
"6315",1417,"63857","2022","September",8,3,300,792
"6316",1424,"63862","2022","September",1,1,10,163
"6317",1432,"63863","2022","September",3,2,148,537
"6318",1440,"63867","2022","September",1,1,10,78
"6319",1448,"63869","2022","September",2,NA,85,208
"6320",1454,"63870","2022","September",1,NA,20,90
"6321",1462,"63873","2022","September",4,1,77,354
"6322",1470,"63876","2022","September",2,NA,128,210
"6323",1478,"63877","2022","September",2,NA,60,360
"6324",1486,"63878","2022","September",1,1,10,8
"6325",1494,"63901","2022","September",18,13,1053,2926
"6326",1502,"63932","2022","September",2,1,40,19
"6327",1517,"63935","2022","September",4,3,40,579
"6328",1525,"63936","2022","September",1,NA,10,72
"6329",1531,"63937","2022","September",1,NA,40,212
"6330",1539,"63944","2022","September",3,3,60,65
"6331",1546,"63954","2022","September",1,NA,19,29
"6332",1554,"63957","2022","September",3,2,170,302
"6333",1562,"63960","2022","September",3,1,50,319
"6334",1576,"63965","2022","September",1,NA,16,104
"6335",1584,"64012","2022","September",15,7,963,1882
"6336",1592,"64014","2022","September",12,3,644,2841
"6337",1600,"64015","2022","September",15,8,1026,2470
"6338",1608,"64016","2022","September",2,1,67,361
"6339",1616,"64024","2022","September",5,2,392,830
"6340",1624,"64029","2022","September",7,5,560,1542
"6341",1632,"64030","2022","September",16,6,1229,2040
"6342",1640,"64034","2022","September",4,3,216,552
"6343",1648,"64037","2022","September",3,2,102,235
"6344",1656,"64040","2022","September",5,1,161,366
"6345",1664,"64048","2022","September",1,1,10,317
"6346",1672,"64050","2022","September",12,8,743,1471
"6347",1680,"64052","2022","September",5,5,254,1595
"6348",1688,"64053","2022","September",1,1,60,495
"6349",1696,"64054","2022","September",1,1,45,343
"6350",1704,"64055","2022","September",11,8,812,2389
"6351",1712,"64056","2022","September",5,5,316,1866
"6352",1720,"64057","2022","September",7,4,658,872
"6353",1731,"64060","2022","September",7,2,592,952
"6354",1739,"64062","2022","September",2,NA,57,414
"6355",1747,"64063","2022","September",17,3,1288,1612
"6356",1755,"64064","2022","September",8,2,988,1662
"6357",1763,"64067","2022","September",5,1,189,487
"6358",1771,"64068","2022","September",20,8,1583,2699
"6359",1775,"64070","2022","September",1,NA,8,177
"6360",1783,"64075","2022","September",6,5,373,967
"6361",1791,"64076","2022","September",3,2,278,708
"6362",1800,"64078","2022","September",2,1,177,629
"6363",1808,"64079","2022","September",8,5,592,1111
"6364",1816,"64080","2022","September",3,1,283,1027
"6365",1824,"64081","2022","September",11,4,1232,2009
"6366",1832,"64082","2022","September",7,2,581,1547
"6367",1840,"64083","2022","September",13,5,1278,1791
"6368",1848,"64085","2022","September",7,1,132,616
"6369",1856,"64086","2022","September",13,4,947,1781
"6370",1864,"64089","2022","September",7,3,518,1349
"6371",1872,"64093","2022","September",12,6,517,1936
"6372",1878,"64096","2022","September",1,1,32,106
"6373",1884,"64097","2022","September",1,NA,40,102
"6374",1897,"64105","2022","September",2,1,340,46
"6375",1905,"64106","2022","September",5,3,376,1100
"6376",1913,"64108","2022","September",6,1,572,514
"6377",1921,"64109","2022","September",9,4,1413,706
"6378",1929,"64110","2022","September",6,5,363,979
"6379",1937,"64111","2022","September",11,4,1362,595
"6380",1944,"64112","2022","September",1,NA,67,117
"6381",1952,"64113","2022","September",6,1,534,1272
"6382",1960,"64114","2022","September",14,3,1878,1587
"6383",1968,"64116","2022","September",2,2,264,811
"6384",1976,"64117","2022","September",5,3,398,1185
"6385",1984,"64118","2022","September",14,4,1059,4170
"6386",1992,"64119","2022","September",6,3,487,2375
"6387",1996,"64120","2022","September",1,NA,60,32
"6388",2003,"64123","2022","September",4,1,446,889
"6389",2011,"64124","2022","September",5,3,309,1245
"6390",2018,"64126","2022","September",1,NA,150,413
"6391",2026,"64127","2022","September",13,8,1288,1928
"6392",2034,"64128","2022","September",11,8,324,967
"6393",2042,"64129","2022","September",4,3,196,647
"6394",2050,"64130","2022","September",15,12,1542,1458
"6395",2058,"64131","2022","September",15,11,1015,2180
"6396",2066,"64132","2022","September",15,10,896,1143
"6397",2074,"64133","2022","September",11,8,490,2726
"6398",2082,"64134","2022","September",17,12,1257,2614
"6399",2090,"64136","2022","September",1,1,99,74
"6400",2098,"64137","2022","September",4,1,619,1053
"6401",2106,"64138","2022","September",15,8,1098,1629
"6402",2114,"64145","2022","September",2,NA,281,235
"6403",2121,"64149","2022","September",1,NA,100,59
"6404",2129,"64150","2022","September",1,NA,124,425
"6405",2137,"64151","2022","September",7,4,768,1690
"6406",2145,"64152","2022","September",6,1,254,2285
"6407",2153,"64153","2022","September",3,NA,104,355
"6408",2161,"64154","2022","September",3,1,255,898
"6409",2169,"64155","2022","September",13,3,1018,2145
"6410",2177,"64156","2022","September",2,2,50,450
"6411",2185,"64157","2022","September",2,1,266,1687
"6412",2193,"64158","2022","September",4,1,440,280
"6413",2201,"64161","2022","September",1,1,304,19
"6414",2209,"64402","2022","September",3,1,97,224
"6415",2217,"64424","2022","September",3,NA,50,218
"6416",2225,"64429","2022","September",4,1,150,550
"6417",2237,"64444","2022","September",1,NA,48,83
"6418",2245,"64448","2022","September",2,NA,30,42
"6419",2253,"64454","2022","September",3,2,114,191
"6420",2260,"64456","2022","September",1,NA,20,95
"6421",2268,"64463","2022","September",2,1,58,102
"6422",2276,"64465","2022","September",3,2,89,153
"6423",2283,"64466","2022","September",1,NA,20,15
"6424",2291,"64468","2022","September",7,4,358,780
"6425",2298,"64469","2022","September",1,NA,20,133
"6426",2305,"64470","2022","September",1,NA,20,114
"6427",2313,"64476","2022","September",1,NA,20,8
"6428",2320,"64477","2022","September",2,NA,40,225
"6429",2327,"64482","2022","September",1,NA,40,163
"6430",2336,"64485","2022","September",6,1,250,589
"6431",2344,"64489","2022","September",2,NA,30,199
"6432",2352,"64501","2022","September",6,4,286,959
"6433",2360,"64503","2022","September",6,5,199,1067
"6434",2368,"64504","2022","September",3,1,50,712
"6435",2375,"64505","2022","September",3,1,130,929
"6436",2383,"64506","2022","September",7,4,411,1231
"6437",2391,"64507","2022","September",9,5,415,1445
"6438",2399,"64601","2022","September",12,5,401,658
"6439",2407,"64628","2022","September",5,1,115,404
"6440",2415,"64633","2022","September",7,2,219,360
"6441",2423,"64640","2022","September",1,NA,99,219
"6442",2431,"64644","2022","September",4,1,80,233
"6443",2439,"64648","2022","September",1,1,30,331
"6444",2448,"64658","2022","September",3,1,20,239
"6445",2456,"64659","2022","September",1,NA,10,75
"6446",2465,"64673","2022","September",1,NA,10,229
"6447",2473,"64683","2022","September",4,2,117,639
"6448",2481,"64701","2022","September",8,3,306,1135
"6449",2489,"64720","2022","September",3,1,80,499
"6450",2497,"64724","2022","September",2,1,60,122
"6451",2505,"64725","2022","September",3,1,94,181
"6452",2516,"64730","2022","September",3,2,52,425
"6453",2524,"64735","2022","September",6,4,408,869
"6454",2533,"64742","2022","September",1,NA,20,98
"6455",2541,"64744","2022","September",5,2,114,627
"6456",2548,"64747","2022","September",1,1,30,193
"6457",2553,"64752","2022","September",1,NA,20,74
"6458",2557,"64755","2022","September",1,1,45,289
"6459",2565,"64759","2022","September",9,2,196,575
"6460",2573,"64761","2022","September",2,2,96,161
"6461",2582,"64772","2022","September",12,4,335,895
"6462",2597,"64801","2022","September",13,9,681,2345
"6463",2605,"64804","2022","September",22,14,1277,2930
"6464",2613,"64831","2022","September",4,1,92,564
"6465",2621,"64834","2022","September",6,2,268,870
"6466",2629,"64835","2022","September",1,1,60,172
"6467",2637,"64836","2022","September",7,2,360,1881
"6468",2645,"64840","2022","September",1,1,20,263
"6469",2657,"64844","2022","September",3,2,82,342
"6470",2665,"64850","2022","September",13,5,525,1785
"6471",2673,"64854","2022","September",2,1,84,546
"6472",2683,"64861","2022","September",1,NA,19,98
"6473",2691,"64862","2022","September",3,2,113,237
"6474",2703,"64865","2022","September",7,3,170,630
"6475",2711,"64870","2022","September",10,4,386,1581
"6476",2720,"65010","2022","September",10,1,317,467
"6477",2728,"65013","2022","September",2,1,40,182
"6478",2730,"65014","2022","September",1,NA,20,255
"6479",2738,"65016","2022","September",2,NA,20,81
"6480",2746,"65018","2022","September",14,5,268,493
"6481",2754,"65020","2022","September",11,7,480,906
"6482",2760,"65024","2022","September",1,NA,10,36
"6483",2768,"65026","2022","September",6,NA,135,806
"6484",2776,"65035","2022","September",1,NA,10,143
"6485",2784,"65037","2022","September",2,2,98,127
"6486",2791,"65039","2022","September",1,NA,10,176
"6487",2799,"65041","2022","September",4,1,78,315
"6488",2807,"65043","2022","September",6,4,301,876
"6489",2820,"65049","2022","September",4,3,154,382
"6490",2828,"65051","2022","September",8,2,120,244
"6491",2836,"65052","2022","September",2,NA,87,105
"6492",2844,"65054","2022","September",4,2,173,41
"6493",2851,"65059","2022","September",1,NA,20,55
"6494",2859,"65063","2022","September",4,2,110,226
"6495",2867,"65065","2022","September",4,3,338,371
"6496",2875,"65066","2022","September",5,2,150,348
"6497",2883,"65074","2022","September",1,NA,20,194
"6498",2891,"65075","2022","September",2,NA,20,82
"6499",2899,"65076","2022","September",1,NA,20,54
"6500",2907,"65078","2022","September",1,NA,14,231
"6501",2915,"65081","2022","September",2,1,97,148
"6502",2923,"65082","2022","September",1,NA,20,108
"6503",2930,"65084","2022","September",1,1,88,874
"6504",2938,"65085","2022","September",1,1,58,156
"6505",2946,"65101","2022","September",30,16,1818,2384
"6506",2954,"65109","2022","September",28,8,1443,2721
"6507",2962,"65201","2022","September",34,17,1755,1985
"6508",2970,"65202","2022","September",41,25,1362,4024
"6509",2978,"65203","2022","September",57,27,3181,4577
"6510",2986,"65231","2022","September",2,NA,20,149
"6511",2994,"65233","2022","September",11,6,338,889
"6512",3002,"65236","2022","September",2,NA,52,89
"6513",3016,"65240","2022","September",7,NA,171,960
"6514",3024,"65248","2022","September",7,2,124,316
"6515",3032,"65251","2022","September",11,7,411,1198
"6516",3040,"65254","2022","September",2,1,30,195
"6517",3048,"65255","2022","September",7,2,302,482
"6518",3056,"65256","2022","September",2,1,80,111
"6519",3065,"65259","2022","September",2,2,30,180
"6520",3073,"65261","2022","September",1,NA,10,161
"6521",3080,"65262","2022","September",1,1,60,178
"6522",3088,"65265","2022","September",11,4,244,1142
"6523",3096,"65270","2022","September",12,9,514,1311
"6524",3104,"65275","2022","September",4,2,114,102
"6525",3112,"65281","2022","September",5,1,78,195
"6526",3120,"65284","2022","September",1,1,44,95
"6527",3128,"65301","2022","September",22,15,1165,2912
"6528",3142,"65325","2022","September",4,1,115,131
"6529",3149,"65327","2022","September",1,NA,10,10
"6530",3156,"65332","2022","September",1,1,60,87
"6531",3164,"65336","2022","September",6,1,233,540
"6532",3171,"65337","2022","September",1,1,60,226
"6533",3179,"65338","2022","September",2,2,60,189
"6534",3188,"65340","2022","September",8,1,174,1033
"6535",3197,"65350","2022","September",1,1,60,142
"6536",3206,"65355","2022","September",3,2,126,613
"6537",3214,"65360","2022","September",1,1,20,419
"6538",3222,"65401","2022","September",13,7,853,1921
"6539",3230,"65441","2022","September",2,NA,30,616
"6540",3238,"65452","2022","September",1,1,40,159
"6541",3246,"65453","2022","September",4,2,241,427
"6542",3254,"65459","2022","September",3,NA,40,433
"6543",3262,"65483","2022","September",3,2,89,192
"6544",3270,"65486","2022","September",5,NA,112,224
"6545",3278,"65536","2022","September",11,8,462,2622
"6546",3286,"65542","2022","September",5,1,110,425
"6547",3294,"65548","2022","September",2,2,80,413
"6548",3302,"65556","2022","September",1,NA,26,417
"6549",3310,"65559","2022","September",3,NA,50,801
"6550",3318,"65560","2022","September",7,4,272,959
"6551",3326,"65565","2022","September",3,3,74,291
"6552",3333,"65567","2022","September",1,NA,40,115
"6553",3340,"65570","2022","September",1,NA,20,21
"6554",3348,"65571","2022","September",1,1,48,23
"6555",3355,"65582","2022","September",3,1,40,148
"6556",3363,"65583","2022","September",8,4,584,1191
"6557",3371,"65584","2022","September",4,1,189,924
"6558",3379,"65588","2022","September",2,NA,128,74
"6559",3388,"65605","2022","September",6,4,100,878
"6560",3396,"65606","2022","September",2,2,70,112
"6561",3404,"65608","2022","September",3,2,114,664
"6562",3411,"65609","2022","September",1,1,15,42
"6563",3419,"65611","2022","September",1,NA,20,114
"6564",3428,"65613","2022","September",9,5,390,1216
"6565",3440,"65616","2022","September",11,5,485,2061
"6566",3448,"65617","2022","September",2,2,94,28
"6567",3456,"65619","2022","September",2,1,142,709
"6568",3464,"65622","2022","September",6,3,287,482
"6569",3472,"65625","2022","September",4,3,74,789
"6570",3479,"65629","2022","September",1,NA,40,59
"6571",3487,"65631","2022","September",4,2,148,575
"6572",3495,"65632","2022","September",1,NA,10,311
"6573",3503,"65633","2022","September",2,1,30,383
"6574",3510,"65646","2022","September",1,1,20,54
"6575",3512,"65647","2022","September",1,NA,10,218
"6576",3520,"65648","2022","September",2,2,184,389
"6577",3530,"65653","2022","September",3,1,40,221
"6578",3538,"65655","2022","September",2,2,35,39
"6579",3545,"65661","2022","September",1,NA,15,207
"6580",3553,"65662","2022","September",1,1,20,60
"6581",3565,"65668","2022","September",3,2,72,38
"6582",3573,"65672","2022","September",1,1,28,599
"6583",3583,"65680","2022","September",1,NA,20,20
"6584",3596,"65686","2022","September",1,NA,30,110
"6585",3604,"65689","2022","September",2,2,119,471
"6586",3612,"65704","2022","September",4,3,120,265
"6587",3622,"65706","2022","September",6,4,406,1408
"6588",3630,"65708","2022","September",6,4,220,1041
"6589",3638,"65711","2022","September",7,5,171,708
"6590",3646,"65712","2022","September",4,1,220,695
"6591",3654,"65713","2022","September",1,NA,20,221
"6592",3662,"65714","2022","September",18,5,1195,2840
"6593",3670,"65721","2022","September",11,8,1007,2511
"6594",3678,"65723","2022","September",1,1,10,165
"6595",3686,"65725","2022","September",1,1,10,149
"6596",3698,"65737","2022","September",2,1,108,285
"6597",3706,"65738","2022","September",14,9,525,1959
"6598",3713,"65742","2022","September",1,1,73,948
"6599",3721,"65746","2022","September",3,1,93,978
"6600",3725,"65747","2022","September",1,1,83,35
"6601",3733,"65753","2022","September",1,1,52,319
"6602",3741,"65757","2022","September",2,2,165,645
"6603",3749,"65759","2022","September",1,1,10,116
"6604",3762,"65775","2022","September",9,8,479,1732
"6605",3770,"65781","2022","September",3,1,78,707
"6606",3778,"65785","2022","September",2,NA,56,395
"6607",3788,"65791","2022","September",2,2,51,454
"6608",3796,"65793","2022","September",4,3,80,248
"6609",3804,"65802","2022","September",17,12,1124,3302
"6610",3812,"65803","2022","September",13,4,852,3400
"6611",3820,"65804","2022","September",30,9,2342,2317
"6612",3828,"65806","2022","September",8,3,422,358
"6613",3836,"65807","2022","September",41,20,2750,3964
"6614",3840,"65809","2022","September",1,NA,154,729
"6615",3848,"65810","2022","September",7,1,414,1162
"6616",NA,"63014","2022","September",NA,NA,NA,14
"6617",NA,"63015","2022","September",NA,NA,NA,82
"6618",NA,"63030","2022","September",NA,NA,NA,22
"6619",NA,"63036","2022","September",NA,NA,NA,73
"6620",NA,"63041","2022","September",NA,NA,NA,17
"6621",NA,"63048","2022","September",NA,NA,NA,318
"6622",NA,"63053","2022","September",NA,NA,NA,7
"6623",NA,"63056","2022","September",NA,NA,NA,172
"6624",NA,"63057","2022","September",NA,NA,NA,NA
"6625",NA,"63060","2022","September",NA,NA,NA,71
"6626",NA,"63061","2022","September",NA,NA,NA,0
"6627",NA,"63071","2022","September",NA,NA,NA,61
"6628",NA,"63073","2022","September",NA,NA,NA,129
"6629",NA,"63079","2022","September",NA,NA,NA,18
"6630",NA,"63087","2022","September",NA,NA,NA,37
"6631",NA,"63089","2022","September",NA,NA,NA,552
"6632",NA,"63091","2022","September",NA,NA,NA,145
"6633",NA,"63101","2022","September",NA,NA,NA,245
"6634",NA,"63102","2022","September",NA,NA,NA,49
"6635",NA,"63140","2022","September",NA,NA,NA,26
"6636",NA,"63155","2022","September",NA,NA,NA,0
"6637",NA,"63330","2022","September",NA,NA,NA,0
"6638",NA,"63333","2022","September",NA,NA,NA,25
"6639",NA,"63344","2022","September",NA,NA,NA,145
"6640",NA,"63349","2022","September",NA,NA,NA,73
"6641",NA,"63350","2022","September",NA,NA,NA,67
"6642",NA,"63351","2022","September",NA,NA,NA,38
"6643",NA,"63359","2022","September",NA,NA,NA,78
"6644",NA,"63363","2022","September",NA,NA,NA,139
"6645",NA,"63369","2022","September",NA,NA,NA,317
"6646",NA,"63370","2022","September",NA,NA,NA,NA
"6647",NA,"63373","2022","September",NA,NA,NA,47
"6648",NA,"63381","2022","September",NA,NA,NA,73
"6649",NA,"63386","2022","September",NA,NA,NA,35
"6650",NA,"63387","2022","September",NA,NA,NA,22
"6651",NA,"63388","2022","September",NA,NA,NA,0
"6652",NA,"63389","2022","September",NA,NA,NA,721
"6653",NA,"63430","2022","September",NA,NA,NA,73
"6654",NA,"63431","2022","September",NA,NA,NA,0
"6655",NA,"63432","2022","September",NA,NA,NA,76
"6656",NA,"63433","2022","September",NA,NA,NA,0
"6657",NA,"63434","2022","September",NA,NA,NA,24
"6658",NA,"63437","2022","September",NA,NA,NA,138
"6659",NA,"63438","2022","September",NA,NA,NA,0
"6660",NA,"63439","2022","September",NA,NA,NA,7
"6661",NA,"63440","2022","September",NA,NA,NA,77
"6662",NA,"63443","2022","September",NA,NA,NA,5
"6663",NA,"63446","2022","September",NA,NA,NA,11
"6664",NA,"63447","2022","September",NA,NA,NA,69
"6665",NA,"63450","2022","September",NA,NA,NA,0
"6666",NA,"63451","2022","September",NA,NA,NA,25
"6667",NA,"63453","2022","September",NA,NA,NA,39
"6668",NA,"63454","2022","September",NA,NA,NA,87
"6669",NA,"63457","2022","September",NA,NA,NA,34
"6670",NA,"63458","2022","September",NA,NA,NA,0
"6671",NA,"63460","2022","September",NA,NA,NA,7
"6672",NA,"63463","2022","September",NA,NA,NA,67
"6673",NA,"63464","2022","September",NA,NA,NA,NA
"6674",NA,"63465","2022","September",NA,NA,NA,38
"6675",NA,"63467","2022","September",NA,NA,NA,0
"6676",NA,"63471","2022","September",NA,NA,NA,57
"6677",NA,"63473","2022","September",NA,NA,NA,41
"6678",NA,"63474","2022","September",NA,NA,NA,13
"6679",NA,"63530","2022","September",NA,NA,NA,147
"6680",NA,"63531","2022","September",NA,NA,NA,56
"6681",NA,"63532","2022","September",NA,NA,NA,81
"6682",NA,"63534","2022","September",NA,NA,NA,76
"6683",NA,"63535","2022","September",NA,NA,NA,0
"6684",NA,"63536","2022","September",NA,NA,NA,113
"6685",NA,"63538","2022","September",NA,NA,NA,19
"6686",NA,"63539","2022","September",NA,NA,NA,14
"6687",NA,"63540","2022","September",NA,NA,NA,55
"6688",NA,"63543","2022","September",NA,NA,NA,41
"6689",NA,"63544","2022","September",NA,NA,NA,48
"6690",NA,"63546","2022","September",NA,NA,NA,126
"6691",NA,"63547","2022","September",NA,NA,NA,3
"6692",NA,"63549","2022","September",NA,NA,NA,198
"6693",NA,"63551","2022","September",NA,NA,NA,0
"6694",NA,"63557","2022","September",NA,NA,NA,4
"6695",NA,"63558","2022","September",NA,NA,NA,19
"6696",NA,"63560","2022","September",NA,NA,NA,0
"6697",NA,"63561","2022","September",NA,NA,NA,143
"6698",NA,"63563","2022","September",NA,NA,NA,137
"6699",NA,"63566","2022","September",NA,NA,NA,0
"6700",NA,"63567","2022","September",NA,NA,NA,11
"6701",NA,"63620","2022","September",NA,NA,NA,85
"6702",NA,"63621","2022","September",NA,NA,NA,52
"6703",NA,"63622","2022","September",NA,NA,NA,0
"6704",NA,"63623","2022","September",NA,NA,NA,44
"6705",NA,"63624","2022","September",NA,NA,NA,259
"6706",NA,"63625","2022","September",NA,NA,NA,0
"6707",NA,"63626","2022","September",NA,NA,NA,0
"6708",NA,"63629","2022","September",NA,NA,NA,52
"6709",NA,"63630","2022","September",NA,NA,NA,268
"6710",NA,"63633","2022","September",NA,NA,NA,93
"6711",NA,"63636","2022","September",NA,NA,NA,63
"6712",NA,"63637","2022","September",NA,NA,NA,151
"6713",NA,"63648","2022","September",NA,NA,NA,107
"6714",NA,"63654","2022","September",NA,NA,NA,39
"6715",NA,"63656","2022","September",NA,NA,NA,21
"6716",NA,"63662","2022","September",NA,NA,NA,125
"6717",NA,"63663","2022","September",NA,NA,NA,112
"6718",NA,"63665","2022","September",NA,NA,NA,6
"6719",NA,"63666","2022","September",NA,NA,NA,NA
"6720",NA,"63673","2022","September",NA,NA,NA,109
"6721",NA,"63674","2022","September",NA,NA,NA,0
"6722",NA,"63675","2022","September",NA,NA,NA,0
"6723",NA,"63732","2022","September",NA,NA,NA,80
"6724",NA,"63736","2022","September",NA,NA,NA,250
"6725",NA,"63748","2022","September",NA,NA,NA,65
"6726",NA,"63738","2022","September",NA,NA,NA,0
"6727",NA,"63739","2022","September",NA,NA,NA,0
"6728",NA,"63742","2022","September",NA,NA,NA,9
"6729",NA,"63743","2022","September",NA,NA,NA,0
"6730",NA,"63744","2022","September",NA,NA,NA,5
"6731",NA,"63745","2022","September",NA,NA,NA,0
"6732",NA,"63746","2022","September",NA,NA,NA,0
"6733",NA,"63747","2022","September",NA,NA,NA,25
"6734",NA,"63750","2022","September",NA,NA,NA,0
"6735",NA,"63751","2022","September",NA,NA,NA,39
"6736",NA,"63758","2022","September",NA,NA,NA,41
"6737",NA,"63763","2022","September",NA,NA,NA,21
"6738",NA,"63766","2022","September",NA,NA,NA,73
"6739",NA,"63767","2022","September",NA,NA,NA,41
"6740",NA,"63770","2022","September",NA,NA,NA,28
"6741",NA,"63774","2022","September",NA,NA,NA,52
"6742",NA,"63781","2022","September",NA,NA,NA,140
"6743",NA,"63782","2022","September",NA,NA,NA,7
"6744",NA,"63783","2022","September",NA,NA,NA,10
"6745",NA,"63784","2022","September",NA,NA,NA,15
"6746",NA,"63785","2022","September",NA,NA,NA,81
"6747",NA,"63820","2022","September",NA,NA,NA,15
"6748",NA,"63821","2022","September",NA,NA,NA,43
"6749",NA,"63824","2022","September",NA,NA,NA,26
"6750",NA,"63826","2022","September",NA,NA,NA,6
"6751",NA,"63828","2022","September",NA,NA,NA,13
"6752",NA,"63833","2022","September",NA,NA,NA,0
"6753",NA,"63839","2022","September",NA,NA,NA,21
"6754",NA,"63846","2022","September",NA,NA,NA,106
"6755",NA,"63847","2022","September",NA,NA,NA,0
"6756",NA,"63849","2022","September",NA,NA,NA,0
"6757",NA,"63853","2022","September",NA,NA,NA,5
"6758",NA,"63855","2022","September",NA,NA,NA,59
"6759",NA,"63860","2022","September",NA,NA,NA,0
"6760",NA,"63866","2022","September",NA,NA,NA,47
"6761",NA,"63868","2022","September",NA,NA,NA,55
"6762",NA,"63874","2022","September",NA,NA,NA,8
"6763",NA,"63879","2022","September",NA,NA,NA,48
"6764",NA,"63880","2022","September",NA,NA,NA,0
"6765",NA,"63882","2022","September",NA,NA,NA,44
"6766",NA,"63902","2022","September",NA,NA,NA,NA
"6767",NA,"63933","2022","September",NA,NA,NA,311
"6768",NA,"63934","2022","September",NA,NA,NA,0
"6769",NA,"63939","2022","September",NA,NA,NA,103
"6770",NA,"63940","2022","September",NA,NA,NA,56
"6771",NA,"63941","2022","September",NA,NA,NA,11
"6772",NA,"63942","2022","September",NA,NA,NA,57
"6773",NA,"63943","2022","September",NA,NA,NA,37
"6774",NA,"63945","2022","September",NA,NA,NA,75
"6775",NA,"63956","2022","September",NA,NA,NA,89
"6776",NA,"63951","2022","September",NA,NA,NA,0
"6777",NA,"63952","2022","September",NA,NA,NA,52
"6778",NA,"63953","2022","September",NA,NA,NA,96
"6779",NA,"63955","2022","September",NA,NA,NA,0
"6780",NA,"63961","2022","September",NA,NA,NA,105
"6781",NA,"63962","2022","September",NA,NA,NA,29
"6782",NA,"63964","2022","September",NA,NA,NA,27
"6783",NA,"63966","2022","September",NA,NA,NA,17
"6784",NA,"63967","2022","September",NA,NA,NA,81
"6785",NA,"64001","2022","September",NA,NA,NA,25
"6786",NA,"64011","2022","September",NA,NA,NA,267
"6787",NA,"64017","2022","September",NA,NA,NA,16
"6788",NA,"64018","2022","September",NA,NA,NA,94
"6789",NA,"64019","2022","September",NA,NA,NA,143
"6790",NA,"64020","2022","September",NA,NA,NA,214
"6791",NA,"64021","2022","September",NA,NA,NA,86
"6792",NA,"64022","2022","September",NA,NA,NA,11
"6793",NA,"64035","2022","September",NA,NA,NA,80
"6794",NA,"64036","2022","September",NA,NA,NA,19
"6795",NA,"64058","2022","September",NA,NA,NA,597
"6796",NA,"64061","2022","September",NA,NA,NA,210
"6797",NA,"64065","2022","September",NA,NA,NA,0
"6798",NA,"64066","2022","September",NA,NA,NA,2
"6799",NA,"64071","2022","September",NA,NA,NA,37
