"","zcta","year","month","childcare_programs","programs_accepting_subsidies","licensed_capacity","pop_5_and_under"
"1","63005",2019,"November",5,NA,635,895
"2","63005",2020,"March",5,1,612,895
"3","63005",2020,"September",6,1,776,895
"4","63005",2021,"March",6,1,776,895
"5","63005",2021,"September",6,1,776,895
"6","63005",2022,"March",6,2,784,895
"7","63005",2022,"September",6,2,791,895
"8","63005",2023,"March",5,2,839,895
"9","63010",2019,"November",12,NA,978,2319
"10","63010",2020,"March",11,6,958,2319
"11","63010",2020,"September",12,6,1031,2319
"12","63010",2021,"March",14,6,1074,2319
"13","63010",2021,"September",14,6,1074,2319
"14","63010",2022,"March",13,5,977,2319
"15","63010",2022,"September",13,5,977,2319
"16","63010",2023,"March",15,6,1122,2319
"17","63011",2019,"November",15,NA,1288,2876
"18","63011",2020,"March",14,3,1685,2876
"19","63011",2020,"September",14,3,1950,2876
"20","63011",2021,"March",14,4,1928,2876
"21","63011",2021,"September",15,4,2043,2876
"22","63011",2022,"March",13,4,1906,2876
"23","63011",2022,"September",13,3,1903,2876
"24","63011",2023,"March",13,4,1895,2876
"25","63012",2019,"November",4,1,159,1106
"26","63012",2020,"March",3,1,119,1106
"27","63012",2020,"September",3,2,119,1106
"28","63012",2021,"March",3,2,119,1106
"29","63012",2021,"September",2,1,100,1106
"30","63012",2022,"March",3,2,119,1106
"31","63012",2022,"September",2,1,99,1106
"32","63012",2023,"March",2,1,103,1106
"33","63013",2019,"November",1,1,20,26
"34","63013",2020,"March",1,1,20,26
"35","63013",2021,"March",2,1,40,26
"36","63013",2021,"September",2,1,40,26
"37","63013",2022,"March",2,1,40,26
"38","63013",2022,"September",2,1,40,26
"39","63013",2023,"March",2,1,40,26
"40","63016",2019,"November",1,NA,49,337
"41","63016",2020,"March",1,1,49,337
"42","63016",2020,"September",1,1,49,337
"43","63016",2021,"March",1,1,49,337
"44","63016",2021,"September",1,1,49,337
"45","63016",2022,"March",1,1,49,337
"46","63016",2022,"September",1,1,49,337
"47","63016",2023,"March",1,1,49,337
"48","63017",2019,"November",13,NA,1227,2557
"49","63017",2020,"March",10,4,1029,2557
"50","63017",2020,"September",10,3,1022,2557
"51","63017",2021,"March",13,5,1289,2557
"52","63017",2021,"September",15,5,1441,2557
"53","63017",2022,"March",15,5,1450,2557
"54","63017",2022,"September",15,5,1450,2557
"55","63017",2023,"March",15,5,1413,2557
"56","63019",2019,"November",2,NA,114,281
"57","63019",2020,"March",2,2,114,281
"58","63019",2020,"September",2,2,114,281
"59","63019",2021,"March",2,2,114,281
"60","63019",2021,"September",2,1,114,281
"61","63019",2022,"March",2,1,114,281
"62","63019",2022,"September",2,1,135,281
"63","63019",2023,"March",1,1,75,281
"64","63020",2019,"November",6,NA,366,1294
"65","63020",2020,"March",6,3,366,1294
"66","63020",2020,"September",2,2,208,1294
"67","63020",2021,"March",5,4,326,1294
"68","63020",2021,"September",6,4,384,1294
"69","63020",2022,"March",6,4,384,1294
"70","63020",2022,"September",5,2,364,1294
"71","63020",2023,"March",5,3,364,1294
"72","63021",2019,"November",11,1,951,4106
"73","63021",2020,"March",10,5,951,4106
"74","63021",2020,"September",6,5,698,4106
"75","63021",2021,"March",8,5,891,4106
"76","63021",2021,"September",8,5,1009,4106
"77","63021",2022,"March",8,5,1009,4106
"78","63021",2022,"September",8,5,1009,4106
"79","63021",2023,"March",8,5,1009,4106
"80","63023",2019,"November",1,1,80,300
"81","63023",2020,"September",1,NA,80,300
"82","63023",2021,"March",1,NA,80,300
"83","63023",2021,"September",1,NA,41,300
"84","63023",2022,"March",1,NA,41,300
"85","63023",2022,"September",1,NA,41,300
"86","63023",2023,"March",1,NA,41,300
"87","63025",2019,"November",7,1,488,1635
"88","63025",2020,"March",4,2,450,1635
"89","63025",2020,"September",6,2,548,1635
"90","63025",2021,"March",7,4,572,1635
"91","63025",2021,"September",7,4,572,1635
"92","63025",2022,"March",6,3,548,1635
"93","63025",2022,"September",6,3,548,1635
"94","63025",2023,"March",6,3,552,1635
"95","63026",2019,"November",10,1,1099,3211
"96","63026",2020,"March",10,7,1099,3211
"97","63026",2020,"September",9,6,911,3211
"98","63026",2021,"March",9,6,911,3211
"99","63026",2021,"September",8,5,720,3211
"100","63026",2022,"March",7,5,622,3211
"101","63026",2022,"September",7,5,622,3211
"102","63026",2023,"March",7,5,620,3211
"103","63028",2019,"November",8,2,717,1906
"104","63028",2020,"March",8,6,717,1906
"105","63028",2020,"September",5,3,577,1906
"106","63028",2021,"March",6,4,576,1906
"107","63028",2021,"September",6,3,576,1906
"108","63028",2022,"March",5,3,360,1906
"109","63028",2022,"September",5,3,360,1906
"110","63028",2023,"March",5,3,360,1906
"111","63031",2019,"November",29,5,1454,3247
"112","63031",2020,"March",26,20,1352,3247
"113","63031",2020,"September",16,10,868,3247
"114","63031",2021,"March",25,20,1112,3247
"115","63031",2021,"September",26,19,1211,3247
"116","63031",2022,"March",25,18,1188,3247
"117","63031",2022,"September",21,17,1076,3247
"118","63031",2023,"March",22,17,1188,3247
"119","63033",2019,"November",26,10,975,2751
"120","63033",2020,"March",24,20,971,2751
"121","63033",2020,"September",21,16,880,2751
"122","63033",2021,"March",28,25,1073,2751
"123","63033",2021,"September",30,23,1098,2751
"124","63033",2022,"March",26,18,864,2751
"125","63033",2022,"September",25,19,836,2751
"126","63033",2023,"March",26,20,934,2751
"127","63034",2019,"November",8,4,433,1572
"128","63034",2020,"March",7,4,401,1572
"129","63034",2020,"September",6,4,330,1572
"130","63034",2021,"March",8,5,372,1572
"131","63034",2021,"September",9,5,372,1572
"132","63034",2022,"March",10,5,382,1572
"133","63034",2022,"September",10,5,382,1572
"134","63034",2023,"March",10,6,382,1572
"135","63037",2019,"November",2,1,110,127
"136","63037",2020,"March",2,2,110,127
"137","63037",2020,"September",2,2,110,127
"138","63037",2021,"March",2,2,110,127
"139","63037",2021,"September",2,2,110,127
"140","63037",2022,"March",2,2,110,127
"141","63037",2022,"September",2,2,110,127
"142","63037",2023,"March",2,2,110,127
"143","63038",2019,"November",4,NA,343,635
"144","63038",2020,"March",3,1,233,635
"145","63038",2020,"September",1,NA,110,635
"146","63038",2021,"March",3,1,283,635
"147","63038",2021,"September",3,1,283,635
"148","63038",2022,"March",3,1,283,635
"149","63038",2022,"September",3,1,283,635
"150","63038",2023,"March",2,NA,223,635
"151","63039",2019,"November",2,1,116,103
"152","63039",2020,"March",1,1,80,103
"153","63039",2020,"September",2,NA,116,103
"154","63039",2021,"March",2,1,116,103
"155","63039",2021,"September",2,NA,116,103
"156","63039",2022,"March",2,NA,116,103
"157","63039",2022,"September",2,NA,116,103
"158","63039",2023,"March",2,NA,116,103
"159","63040",2019,"November",2,1,198,626
"160","63040",2020,"March",2,1,119,626
"161","63040",2020,"September",2,1,198,626
"162","63040",2021,"March",3,1,232,626
"163","63040",2021,"September",2,1,212,626
"164","63040",2022,"March",2,1,212,626
"165","63040",2022,"September",2,1,212,626
"166","63040",2023,"March",2,1,212,626
"167","63042",2019,"November",12,1,770,1504
"168","63042",2020,"March",12,11,836,1504
"169","63042",2020,"September",8,6,632,1504
"170","63042",2021,"March",13,12,856,1504
"171","63042",2021,"September",14,12,906,1504
"172","63042",2022,"March",14,13,906,1504
"173","63042",2022,"September",15,14,906,1504
"174","63042",2023,"March",14,13,926,1504
"175","63043",2019,"November",8,NA,622,1355
"176","63043",2020,"March",7,4,430,1355
"177","63043",2020,"September",6,3,534,1355
"178","63043",2021,"March",7,4,612,1355
"179","63043",2021,"September",7,4,612,1355
"180","63043",2022,"March",7,4,612,1355
"181","63043",2022,"September",7,4,610,1355
"182","63043",2023,"March",7,4,610,1355
"183","63044",2019,"November",6,NA,316,676
"184","63044",2020,"March",4,2,224,676
"185","63044",2020,"September",5,3,274,676
"186","63044",2021,"March",6,3,301,676
"187","63044",2021,"September",6,3,301,676
"188","63044",2022,"March",6,3,301,676
"189","63044",2022,"September",6,3,301,676
"190","63044",2023,"March",5,3,291,676
"191","63045",2019,"November",1,1,102,0
"192","63045",2020,"March",1,1,102,0
"193","63045",2020,"September",1,NA,102,0
"194","63045",2021,"March",1,NA,102,0
"195","63045",2021,"September",1,NA,102,0
"196","63045",2022,"March",1,NA,102,0
"197","63045",2022,"September",1,NA,102,0
"198","63045",2023,"March",1,NA,102,0
"199","63047",2019,"November",1,NA,36,0
"200","63047",2021,"March",1,NA,36,0
"201","63047",2021,"September",1,NA,46,0
"202","63047",2022,"March",1,NA,46,0
"203","63047",2022,"September",1,NA,46,0
"204","63047",2023,"March",1,NA,46,0
"205","63049",2019,"November",8,1,391,1098
"206","63049",2020,"March",8,5,391,1098
"207","63049",2020,"September",8,4,395,1098
"208","63049",2021,"March",8,4,395,1098
"209","63049",2021,"September",7,3,371,1098
"210","63049",2022,"March",7,3,371,1098
"211","63049",2022,"September",7,3,371,1098
"212","63049",2023,"March",7,3,403,1098
"213","63050",2019,"November",7,1,449,1145
"214","63050",2020,"March",6,6,349,1145
"215","63050",2020,"September",6,5,394,1145
"216","63050",2021,"March",7,7,442,1145
"217","63050",2021,"September",7,7,442,1145
"218","63050",2022,"March",7,7,456,1145
"219","63050",2022,"September",7,7,456,1145
"220","63050",2023,"March",8,8,550,1145
"221","63051",2019,"November",5,2,200,746
"222","63051",2020,"March",3,3,114,746
"223","63051",2020,"September",4,3,140,746
"224","63051",2021,"March",5,3,160,746
"225","63051",2021,"September",5,3,160,746
"226","63051",2022,"March",5,3,160,746
"227","63051",2022,"September",6,3,211,746
"228","63051",2023,"March",6,4,215,746
"229","63052",2019,"November",6,1,400,2055
"230","63052",2020,"March",5,4,322,2055
"231","63052",2020,"September",6,4,400,2055
"232","63052",2021,"March",7,4,449,2055
"233","63052",2021,"September",5,4,361,2055
"234","63052",2022,"March",6,4,439,2055
"235","63052",2022,"September",6,4,439,2055
"236","63052",2023,"March",6,4,450,2055
"237","63055",2019,"November",1,NA,20,112
"238","63055",2020,"March",1,1,20,112
"239","63055",2021,"March",1,1,20,112
"240","63055",2021,"September",1,1,20,112
"241","63055",2022,"March",1,1,20,112
"242","63055",2022,"September",1,1,20,112
"243","63055",2023,"March",1,1,20,112
"244","63068",2019,"November",5,NA,139,610
"245","63068",2020,"March",5,3,139,610
"246","63068",2020,"September",3,2,107,610
"247","63068",2021,"March",5,4,139,610
"248","63068",2021,"September",5,3,139,610
"249","63068",2022,"March",5,3,139,610
"250","63068",2022,"September",5,3,139,610
"251","63068",2023,"March",5,3,139,610
"252","63069",2019,"November",1,1,10,983
"253","63069",2020,"March",1,NA,10,983
"254","63069",2020,"September",1,NA,10,983
"255","63069",2021,"March",1,NA,10,983
"256","63069",2021,"September",1,NA,10,983
"257","63069",2022,"March",1,NA,10,983
"258","63069",2022,"September",1,NA,10,983
"259","63069",2023,"March",1,NA,10,983
"260","63070",2019,"November",3,NA,286,457
"261","63070",2020,"March",3,3,286,457
"262","63070",2020,"September",1,1,82,457
"263","63070",2021,"March",2,2,130,457
"264","63070",2021,"September",2,2,130,457
"265","63070",2022,"March",2,2,130,457
"266","63070",2022,"September",2,2,130,457
"267","63070",2023,"March",2,2,130,457
"268","63072",2019,"November",1,NA,20,330
"269","63072",2020,"September",1,NA,20,330
"270","63072",2021,"March",1,NA,20,330
"271","63072",2021,"September",1,NA,20,330
"272","63072",2022,"March",1,NA,20,330
"273","63072",2022,"September",1,NA,20,330
"274","63072",2023,"March",1,NA,20,330
"275","63074",2019,"November",8,1,360,1731
"276","63074",2020,"March",8,6,360,1731
"277","63074",2020,"September",3,3,190,1731
"278","63074",2021,"March",8,8,290,1731
"279","63074",2021,"September",8,8,290,1731
"280","63074",2022,"March",8,8,290,1731
"281","63074",2022,"September",7,7,300,1731
"282","63074",2023,"March",8,8,360,1731
"283","63077",2019,"November",5,2,345,695
"284","63077",2020,"March",3,3,250,695
"285","63077",2020,"September",5,4,345,695
"286","63077",2021,"March",4,3,265,695
"287","63077",2021,"September",5,4,345,695
"288","63077",2022,"March",4,3,265,695
"289","63077",2022,"September",4,3,265,695
"290","63077",2023,"March",4,3,265,695
"291","63080",2019,"November",8,2,290,918
"292","63080",2020,"March",7,6,241,918
"293","63080",2020,"September",8,7,290,918
"294","63080",2021,"March",8,6,280,918
"295","63080",2021,"September",9,6,349,918
"296","63080",2022,"March",9,7,349,918
"297","63080",2022,"September",9,8,359,918
"298","63080",2023,"March",9,7,380,918
"299","63084",2019,"November",11,2,332,1523
"300","63084",2020,"March",10,7,302,1523
"301","63084",2020,"September",9,5,245,1523
"302","63084",2021,"March",13,8,373,1523
"303","63084",2021,"September",13,6,365,1523
"304","63084",2022,"March",11,6,345,1523
"305","63084",2022,"September",11,6,345,1523
"306","63084",2023,"March",11,6,370,1523
"307","63088",2019,"November",1,NA,149,409
"308","63088",2020,"March",1,NA,149,409
"309","63088",2020,"September",1,NA,149,409
"310","63088",2021,"March",1,NA,149,409
"311","63088",2021,"September",1,NA,149,409
"312","63088",2022,"March",1,NA,149,409
"313","63088",2022,"September",1,NA,149,409
"314","63088",2023,"March",2,1,209,409
"315","63090",2019,"November",8,NA,491,1285
"316","63090",2020,"March",7,6,481,1285
"317","63090",2020,"September",5,4,393,1285
"318","63090",2021,"March",5,5,431,1285
"319","63090",2021,"September",5,5,419,1285
"320","63090",2022,"March",5,5,403,1285
"321","63090",2022,"September",5,5,403,1285
"322","63090",2023,"March",6,5,473,1285
"323","63103",2019,"November",6,NA,652,363
"324","63103",2020,"March",4,3,404,363
"325","63103",2020,"September",5,3,511,363
"326","63103",2021,"March",7,2,676,363
"327","63103",2021,"September",7,3,676,363
"328","63103",2022,"March",8,3,736,363
"329","63103",2022,"September",8,3,736,363
"330","63103",2023,"March",8,3,736,363
"331","63104",2019,"November",16,2,1071,1471
"332","63104",2020,"March",12,7,765,1471
"333","63104",2020,"September",10,7,646,1471
"334","63104",2021,"March",16,9,1109,1471
"335","63104",2021,"September",19,8,1089,1471
"336","63104",2022,"March",19,8,1089,1471
"337","63104",2022,"September",17,8,981,1471
"338","63104",2023,"March",18,8,1021,1471
"339","63105",2019,"November",6,1,505,864
"340","63105",2020,"March",6,NA,437,864
"341","63105",2020,"September",4,NA,332,864
"342","63105",2021,"March",7,1,562,864
"343","63105",2021,"September",5,1,412,864
"344","63105",2022,"March",6,1,476,864
"345","63105",2022,"September",6,1,476,864
"346","63105",2023,"March",6,1,476,864
"347","63106",2019,"November",9,1,496,1053
"348","63106",2020,"March",7,5,448,1053
"349","63106",2020,"September",6,4,255,1053
"350","63106",2021,"March",8,5,496,1053
"351","63106",2021,"September",12,3,395,1053
"352","63106",2022,"March",13,4,455,1053
"353","63106",2022,"September",11,4,335,1053
"354","63106",2023,"March",10,4,287,1053
"355","63107",2019,"November",14,7,672,608
"356","63107",2020,"March",12,12,624,608
"357","63107",2020,"September",8,7,434,608
"358","63107",2021,"March",10,8,515,608
"359","63107",2021,"September",13,9,565,608
"360","63107",2022,"March",16,9,709,608
"361","63107",2022,"September",14,10,598,608
"362","63107",2023,"March",15,11,589,608
"363","63108",2019,"November",9,2,426,678
"364","63108",2020,"March",9,7,426,678
"365","63108",2020,"September",9,5,418,678
"366","63108",2021,"March",10,6,415,678
"367","63108",2021,"September",12,7,475,678
"368","63108",2022,"March",11,7,415,678
"369","63108",2022,"September",11,6,415,678
"370","63108",2023,"March",10,6,396,678
"371","63109",2019,"November",7,NA,380,1765
"372","63109",2020,"March",4,1,211,1765
"373","63109",2020,"September",6,1,320,1765
"374","63109",2021,"March",7,1,380,1765
"375","63109",2021,"September",9,1,451,1765
"376","63109",2022,"March",9,2,451,1765
"377","63109",2022,"September",9,1,475,1765
"378","63109",2023,"March",9,2,475,1765
"379","63110",2019,"November",15,2,1392,1168
"380","63110",2020,"March",14,7,1383,1168
"381","63110",2020,"September",12,7,1326,1168
"382","63110",2021,"March",12,6,1336,1168
"383","63110",2021,"September",16,5,1353,1168
"384","63110",2022,"March",16,6,1353,1168
"385","63110",2022,"September",15,6,1293,1168
"386","63110",2023,"March",15,6,1293,1168
"387","63111",2019,"November",9,NA,369,2224
"388","63111",2020,"March",7,6,320,2224
"389","63111",2020,"September",5,4,194,2224
"390","63111",2021,"March",6,5,213,2224
"391","63111",2021,"September",12,6,411,2224
"392","63111",2022,"March",13,7,526,2224
"393","63111",2022,"September",12,7,478,2224
"394","63111",2023,"March",13,7,526,2224
"395","63112",2019,"November",19,5,875,1298
"396","63112",2020,"March",17,14,756,1298
"397","63112",2020,"September",14,11,505,1298
"398","63112",2021,"March",17,13,855,1298
"399","63112",2021,"September",20,12,979,1298
"400","63112",2022,"March",18,12,851,1298
"401","63112",2022,"September",18,10,851,1298
"402","63112",2023,"March",18,12,797,1298
"403","63113",2019,"November",15,7,827,402
"404","63113",2020,"March",14,14,733,402
"405","63113",2020,"September",12,11,706,402
"406","63113",2021,"March",13,13,732,402
"407","63113",2021,"September",16,14,807,402
"408","63113",2022,"March",16,13,732,402
"409","63113",2022,"September",16,14,732,402
"410","63113",2023,"March",17,15,807,402
"411","63114",2019,"November",20,5,1286,2847
"412","63114",2020,"March",20,18,1063,2847
"413","63114",2020,"September",13,11,783,2847
"414","63114",2021,"March",17,16,1181,2847
"415","63114",2021,"September",20,14,1328,2847
"416","63114",2022,"March",19,14,1238,2847
"417","63114",2022,"September",18,14,1189,2847
"418","63114",2023,"March",18,14,1173,2847
"419","63115",2019,"November",23,9,869,1054
"420","63115",2020,"March",19,16,761,1054
"421","63115",2020,"September",17,15,695,1054
"422","63115",2021,"March",20,16,785,1054
"423","63115",2021,"September",24,16,829,1054
"424","63115",2022,"March",24,16,803,1054
"425","63115",2022,"September",24,18,736,1054
"426","63115",2023,"March",24,20,744,1054
"427","63116",2019,"November",14,NA,856,3169
"428","63116",2020,"March",14,7,856,3169
"429","63116",2020,"September",13,6,714,3169
"430","63116",2021,"March",13,6,759,3169
"431","63116",2021,"September",18,8,844,3169
"432","63116",2022,"March",16,7,746,3169
"433","63116",2022,"September",15,8,643,3169
"434","63116",2023,"March",17,8,736,3169
"435","63117",2019,"November",2,NA,143,723
"436","63117",2020,"March",1,1,99,723
"437","63117",2021,"March",2,1,143,723
"438","63117",2021,"September",2,1,143,723
"439","63117",2022,"March",2,1,143,723
"440","63117",2022,"September",2,NA,92,723
"441","63117",2023,"March",2,1,92,723
"442","63118",2019,"November",23,9,1184,2451
"443","63118",2020,"March",22,18,1120,2451
"444","63118",2020,"September",13,12,432,2451
"445","63118",2021,"March",26,22,1179,2451
"446","63118",2021,"September",26,15,1037,2451
"447","63118",2022,"March",27,14,1086,2451
"448","63118",2022,"September",26,16,996,2451
"449","63118",2023,"March",25,15,996,2451
"450","63119",2019,"November",15,1,1036,2523
"451","63119",2020,"March",14,3,871,2523
"452","63119",2020,"September",11,4,781,2523
"453","63119",2021,"March",15,4,1029,2523
"454","63119",2021,"September",14,4,1019,2523
"455","63119",2022,"March",13,4,999,2523
"456","63119",2022,"September",13,4,1025,2523
"457","63119",2023,"March",13,4,1036,2523
"458","63120",2019,"November",13,4,534,684
"459","63120",2020,"March",13,12,534,684
"460","63120",2020,"September",12,11,493,684
"461","63120",2021,"March",11,10,483,684
"462","63120",2021,"September",11,10,473,684
"463","63120",2022,"March",12,11,521,684
"464","63120",2022,"September",12,11,521,684
"465","63120",2023,"March",11,10,515,684
"466","63121",2019,"November",21,3,1079,1738
"467","63121",2020,"March",17,15,1036,1738
"468","63121",2020,"September",16,14,748,1738
"469","63121",2021,"March",17,15,1018,1738
"470","63121",2021,"September",15,13,1104,1738
"471","63121",2022,"March",17,15,1356,1738
"472","63121",2022,"September",16,14,1275,1738
"473","63121",2023,"March",20,18,1402,1738
"474","63122",2019,"November",17,1,1625,2997
"475","63122",2020,"March",13,4,971,2997
"476","63122",2020,"September",14,3,1510,2997
"477","63122",2021,"March",17,4,1625,2997
"478","63122",2021,"September",17,4,1625,2997
"479","63122",2022,"March",17,4,1625,2997
"480","63122",2022,"September",17,4,1625,2997
"481","63122",2023,"March",17,4,1625,2997
"482","63123",2019,"November",9,1,642,3101
"483","63123",2020,"March",8,6,622,3101
"484","63123",2020,"September",4,2,322,3101
"485","63123",2021,"March",8,5,611,3101
"486","63123",2021,"September",8,5,611,3101
"487","63123",2022,"March",7,5,601,3101
"488","63123",2022,"September",7,5,601,3101
"489","63123",2023,"March",7,5,601,3101
"490","63124",2019,"November",5,NA,387,651
"491","63124",2020,"March",4,NA,351,651
"492","63124",2020,"September",4,NA,351,651
"493","63124",2021,"March",4,NA,351,651
"494","63124",2021,"September",4,NA,351,651
"495","63124",2022,"March",4,NA,351,651
"496","63124",2022,"September",4,NA,351,651
"497","63124",2023,"March",4,NA,351,651
"498","63125",2019,"November",13,NA,707,3006
"499","63125",2020,"March",13,6,602,3006
"500","63125",2020,"September",8,4,500,3006
"501","63125",2021,"March",12,5,587,3006
"502","63125",2021,"September",12,5,587,3006
"503","63125",2022,"March",12,5,587,3006
"504","63125",2022,"September",12,5,587,3006
"505","63125",2023,"March",13,6,587,3006
"506","63126",2019,"November",4,NA,455,933
"507","63126",2020,"March",4,1,455,933
"508","63126",2020,"September",3,1,354,933
"509","63126",2021,"March",4,1,455,933
"510","63126",2021,"September",4,1,455,933
"511","63126",2022,"March",4,1,455,933
"512","63126",2022,"September",4,1,455,933
"513","63126",2023,"March",4,1,455,933
"514","63127",2019,"November",4,NA,394,160
"515","63127",2020,"March",3,2,185,160
"516","63127",2020,"September",4,3,394,160
"517","63127",2021,"March",3,3,314,160
"518","63127",2021,"September",4,3,394,160
"519","63127",2022,"March",3,2,350,160
"520","63127",2022,"September",3,2,350,160
"521","63127",2023,"March",3,2,350,160
"522","63128",2019,"November",16,NA,905,2019
"523","63128",2020,"March",15,6,825,2019
"524","63128",2020,"September",11,3,689,2019
"525","63128",2021,"March",16,6,915,2019
"526","63128",2021,"September",16,6,915,2019
"527","63128",2022,"March",16,6,915,2019
"528","63128",2022,"September",16,6,915,2019
"529","63128",2023,"March",15,5,887,2019
"530","63129",2019,"November",20,NA,1565,2752
"531","63129",2020,"March",18,10,1243,2752
"532","63129",2020,"September",15,7,1300,2752
"533","63129",2021,"March",20,11,1548,2752
"534","63129",2021,"September",21,11,1589,2752
"535","63129",2022,"March",20,11,1612,2752
"536","63129",2022,"September",20,11,1653,2752
"537","63129",2023,"March",20,11,1653,2752
"538","63130",2019,"November",15,4,1143,1830
"539","63130",2020,"March",13,9,1015,1830
"540","63130",2020,"September",11,7,937,1830
"541","63130",2021,"March",14,11,1083,1830
"542","63130",2021,"September",14,11,1090,1830
"543","63130",2022,"March",14,12,1006,1830
"544","63130",2022,"September",15,13,1079,1830
"545","63130",2023,"March",13,11,1057,1830
"546","63131",2019,"November",3,NA,285,1042
"547","63131",2020,"March",3,1,285,1042
"548","63131",2020,"September",3,1,285,1042
"549","63131",2021,"March",2,1,250,1042
"550","63131",2021,"September",2,1,250,1042
"551","63131",2022,"March",2,1,250,1042
"552","63131",2022,"September",2,1,250,1042
"553","63131",2023,"March",2,1,250,1042
"554","63132",2019,"November",3,1,144,974
"555","63132",2020,"March",3,3,144,974
"556","63132",2020,"September",2,2,96,974
"557","63132",2021,"March",3,3,156,974
"558","63132",2021,"September",3,3,156,974
"559","63132",2022,"March",3,3,156,974
"560","63132",2022,"September",3,3,156,974
"561","63132",2023,"March",3,3,156,974
"562","63133",2019,"November",12,5,702,673
"563","63133",2020,"March",9,8,661,673
"564","63133",2020,"September",8,8,601,673
"565","63133",2021,"March",10,9,679,673
"566","63133",2021,"September",11,8,731,673
"567","63133",2022,"March",11,8,731,673
"568","63133",2022,"September",11,9,793,673
"569","63133",2023,"March",10,9,748,673
"570","63134",2019,"November",13,3,592,1214
"571","63134",2020,"March",9,8,468,1214
"572","63134",2020,"September",9,9,337,1214
"573","63134",2021,"March",11,10,489,1214
"574","63134",2021,"September",12,10,505,1214
"575","63134",2022,"March",13,11,545,1214
"576","63134",2022,"September",14,13,493,1214
"577","63134",2023,"March",12,11,471,1214
"578","63135",2019,"November",18,7,944,1550
"579","63135",2020,"March",15,14,697,1550
"580","63135",2020,"September",11,11,519,1550
"581","63135",2021,"March",16,14,676,1550
"582","63135",2021,"September",15,12,667,1550
"583","63135",2022,"March",12,9,615,1550
"584","63135",2022,"September",12,9,587,1550
"585","63135",2023,"March",10,8,564,1550
"586","63136",2019,"November",48,20,2725,3200
"587","63136",2020,"March",45,39,2460,3200
"588","63136",2020,"September",38,32,1978,3200
"589","63136",2021,"March",46,37,2766,3200
"590","63136",2021,"September",44,34,2679,3200
"591","63136",2022,"March",49,38,2887,3200
"592","63136",2022,"September",47,38,2874,3200
"593","63136",2023,"March",50,40,3150,3200
"594","63137",2019,"November",9,6,600,1835
"595","63137",2020,"March",11,9,735,1835
"596","63137",2020,"September",7,5,302,1835
"597","63137",2021,"March",10,8,641,1835
"598","63137",2021,"September",11,8,681,1835
"599","63137",2022,"March",11,7,681,1835
"600","63137",2022,"September",9,6,598,1835
"601","63137",2023,"March",10,7,608,1835
"602","63138",2019,"November",15,7,820,1524
"603","63138",2020,"March",14,13,624,1524
"604","63138",2020,"September",13,12,539,1524
"605","63138",2021,"March",16,13,734,1524
"606","63138",2021,"September",14,14,675,1524
"607","63138",2022,"March",13,13,665,1524
"608","63138",2022,"September",13,13,665,1524
"609","63138",2023,"March",13,13,665,1524
"610","63139",2019,"November",18,1,717,1776
"611","63139",2020,"March",14,7,559,1776
"612","63139",2020,"September",12,5,504,1776
"613","63139",2021,"March",18,8,825,1776
"614","63139",2021,"September",22,6,737,1776
"615","63139",2022,"March",22,6,737,1776
"616","63139",2022,"September",24,6,775,1776
"617","63139",2023,"March",23,6,784,1776
"618","63141",2019,"November",14,1,1811,1128
"619","63141",2020,"March",13,2,1603,1128
"620","63141",2020,"September",13,2,1855,1128
"621","63141",2021,"March",12,3,1560,1128
"622","63141",2021,"September",15,4,2034,1128
"623","63141",2022,"March",14,3,2002,1128
"624","63141",2022,"September",16,5,2032,1128
"625","63141",2023,"March",15,4,2012,1128
"626","63143",2019,"November",7,3,269,548
"627","63143",2020,"March",5,2,186,548
"628","63143",2020,"September",3,1,43,548
"629","63143",2021,"March",4,2,173,548
"630","63143",2021,"September",5,2,268,548
"631","63143",2022,"March",5,2,268,548
"632","63143",2022,"September",5,2,268,548
"633","63143",2023,"March",5,2,268,548
"634","63144",2019,"November",8,2,670,637
"635","63144",2020,"March",7,3,386,637
"636","63144",2020,"September",6,1,574,637
"637","63144",2021,"March",8,3,670,637
"638","63144",2021,"September",8,3,670,637
"639","63144",2022,"March",9,3,690,637
"640","63144",2022,"September",8,3,642,637
"641","63144",2023,"March",8,3,642,637
"642","63146",2019,"November",9,1,700,2197
"643","63146",2020,"March",7,5,464,2197
"644","63146",2020,"September",5,4,592,2197
"645","63146",2021,"March",7,6,650,2197
"646","63146",2021,"September",6,5,640,2197
"647","63146",2022,"March",6,5,640,2197
"648","63146",2022,"September",6,5,640,2197
"649","63146",2023,"March",6,5,624,2197
"650","63147",2019,"November",12,3,555,412
"651","63147",2020,"March",10,8,443,412
"652","63147",2020,"September",11,9,545,412
"653","63147",2021,"March",11,9,585,412
"654","63147",2021,"September",13,8,557,412
"655","63147",2022,"March",14,10,577,412
"656","63147",2022,"September",13,10,509,412
"657","63147",2023,"March",14,11,576,412
"658","63301",2019,"November",25,2,1514,3204
"659","63301",2020,"March",23,16,1406,3204
"660","63301",2020,"September",14,9,1098,3204
"661","63301",2021,"March",23,16,1486,3204
"662","63301",2021,"September",24,16,1648,3204
"663","63301",2022,"March",24,15,1615,3204
"664","63301",2022,"September",23,16,1566,3204
"665","63301",2023,"March",24,17,1701,3204
"666","63303",2019,"November",14,1,1306,3101
"667","63303",2020,"March",13,7,1257,3101
"668","63303",2020,"September",12,6,1170,3101
